Chromosome	Start.bp	End.bp	n_probes	length	n_hets	f	tau	sigma.tau	mu.minor	sigma.minor	mu.major	sigma.major	SegLabelCNLOH	V15	NB	NA_CCF	NB_CCF	purity	ploidy	gender	CCN	IS_SCNA	cn_minor	cn_major	cn_sigma.minor	cn_sigma.major	cn_clusterA	cn_minor_cluster	cn_minor_sigma_cluster	cn_clusterB	cn_major_cluster	cn_major_sigma_cluster	cn_ploidy	DeltaCR	averageCR	zeroCR
11	116452500	134447500	3390	17995000	1489	0.5	2.011852	0.025062	1.005926	0.02514	1.005926	0.02514	2	0	0	0	0	0.99	2	F	2	0	1.013798	1.013798	0.025593	0.025593	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
12	92500	31272500	5345	31180000	2663	0.4999913	2.001954	0.025039	1.00096	0.025075	1.000994	0.025075	2	0	0	0	0	0.99	2	F	2	0	1.008743	1.008779	0.025526	0.025526	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
12	31357500	34827500	622	3470000	394	0.4957439	2.003312	0.025332	0.9931296	0.032858	1.010182	0.032858	2	0	0	0	0	0.99	2	F	2	0	1.000773	1.01813	0.03345	0.03345	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
12	34837500	38132500	33	3295000	61	0.4909499	2.26951	0.032071	1.114216	0.052423	1.155294	0.052423	2	2	0	0.08322407	0	0.99	2	F	2	1	1.124023	1.165835	0.053367	0.053367	1	1.083224	0.045293	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
12	38142500	72782500	5855	34640000	2497	0.4999888	2.004163	0.025036	1.002059	0.025097	1.002104	0.025097	2	0	0	0	0	0.99	2	F	2	0	1.009862	1.009908	0.025549	0.025549	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
12	72797500	73347500	73	550000	49	0.4479321	1.750837	0.027095	0.7842562	0.086199	0.966581	0.086199	2	0	0	0	0	0.99	2	F	2	0	0.788168	0.97375	0.087752	0.087752	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
12	73362500	93742500	2848	20380000	1251	0.5	2.020732	0.025074	1.010366	0.025188	1.010366	0.025188	2	0	0	0	0	0.99	2	F	2	0	1.018317	1.018317	0.025642	0.025642	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
12	93747500	93897500	26	150000	4	0.1756762	2.010634	0.032061	0.3532206	0.12471	1.657413	0.12471	1	0	0	0	0	0.99	2	F	2	0	0.349432	1.676925	0.126956	0.126956	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
12	93902500	131722500	7064	37820000	2793	0.5	2.0013	0.025029	1.00065	0.025069	1.00065	0.025069	2	0	0	0	0	0.99	2	F	2	0	1.008428	1.008428	0.02552	0.02552	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
12	131737500	131827500	13	90000	1	0	1.04222	0.029077	0	0.182469	1.04222	0.182469	2	0	0	1	0	0.99	2	F	2	1	-0.0101	1.05074	0.185755	0.185755	2	0.061901	0.04589	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
12	131837500	132347500	88	510000	34	0.5	2.012449	0.027281	1.006225	0.044164	1.006225	0.044164	2	0	0	0	0	0.99	2	F	2	0	1.014102	1.014102	0.044959	0.044959	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
13	19822500	63592500	7176	43770000	1908	0.07576576	1.02922	0.025008	0.07797964	0.025181	0.95124	0.025181	2	0	0	0.9380992	0	0.99	2	F	2	1	0.069273	0.958136	0.025635	0.025635	2	0.061901	0.04589	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
13	63657500	114137500	7119	50480000	2364	0.08151404	1.039365	0.025008	0.08472281	0.025	0.954642	0.025	2	0	0	0.9380992	0	0.99	2	F	2	1	0.076137	0.961598	0.02545	0.02545	2	0.061901	0.04589	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
14	19792500	20422500	56	630000	8	0.5	2.252478	0.029313	1.126239	0.077973	1.126239	0.077973	2	0	0	0	0	0.99	2	F	2	0	1.136261	1.136261	0.079377	0.079377	1	1.083224	0.045293	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
14	20452500	105967500	14543	85515000	6197	0.5	1.925788	0.025013	0.9628939	0.025027	0.962894	0.025027	2	0	0	0	0	0.99	2	F	2	0	0.969997	0.969997	0.025477	0.025477	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
14	105972500	106307500	22	335000	3	0.03551139	1.99878	0.0331	0.07097946	0.098236	1.927801	0.098236	2	0	2	1	0.871771	0.99	2	F	2	1	0.062148	1.952143	0.100005	0.100005	2	0.061901	0.04589	1	1.871771	0.10387	2.000277	0.982311	0.992234	0.009922
15	22302500	22587500	57	285000	1	0.5	1.20725	0.026308	0.6036251	0.121506	0.603625	0.121506	2	0	0	0	0.3956902	0.99	2	F	2	1	0.60431	0.60431	0.123694	0.123694	3	0.947959	0.220365	3	0.60431	0.123694	2.000277	0.982311	0.992234	0.009922
15	22752500	24412500	199	1660000	157	0.5	2.005218	0.026026	1.002609	0.028408	1.002609	0.028408	2	0	0	0	0	0.99	2	F	2	0	1.010422	1.010422	0.02892	0.02892	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
15	24452500	24597500	9	145000	4	0.1156654	2.002545	0.042186	0.2316251	0.110504	1.77092	0.110504	0	0	2	0	0.7919326	0.99	2	F	2	1	0.225664	1.792459	0.112494	0.112494	3	0.947959	0.220365	2	1.791933	0.104727	2.000277	0.982311	0.992234	0.009922
15	24607500	29312500	754	4705000	336	0.4988173	2.025022	0.02528	1.010116	0.028589	1.014906	0.028589	2	0	0	0	0	0.99	2	F	2	0	1.018063	1.022939	0.029104	0.029104	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
15	29317500	29412500	20	95000	5	0.03839469	2.031028	0.034049	0.07798071	0.072833	1.953048	0.072833	1	0	2	1	0.871771	0.99	2	F	2	1	0.069274	1.977841	0.074144	0.074144	2	0.061901	0.04589	1	1.871771	0.10387	2.000277	0.982311	0.992234	0.009922
15	29417500	34667500	765	5250000	269	0.4998423	1.998072	0.025269	0.9987211	0.027767	0.999351	0.027767	2	0	0	0	0	0.99	2	F	2	0	1.006464	1.007106	0.028267	0.028267	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
15	34882500	100332500	11655	65450000	4688	0.5	1.998747	0.025018	0.9993736	0.025035	0.999374	0.025035	2	0	0	0	0	0.99	2	F	2	0	1.007129	1.007129	0.025486	0.025486	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
16	92500	12642500	2329	12550000	1270	0.5	1.982388	0.025087	0.991194	0.025641	0.991194	0.025641	2	0	0	0	0	0.99	2	F	2	0	0.998803	0.998803	0.026103	0.026103	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
16	12647500	12722500	16	75000	65	0.448436	1.974402	0.035448	0.8853929	0.098233	1.089009	0.098233	1	0	0	0	0	0.99	2	F	2	0	0.891112	1.098365	0.100001	0.100001	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
16	12727500	32137500	3116	19410000	1100	0.5	1.99914	0.025066	0.99957	0.025259	0.99957	0.025259	2	0	0	0	0	0.99	2	F	2	0	1.007329	1.007329	0.025714	0.025714	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
16	32817500	33427500	39	610000	1	0.1230421	2.423499	0.031842	0.2981924	0.318604	2.125307	0.318604	2	0	2	0	1	0.99	2	F	2	1	0.29342	2.153178	0.324341	0.324341	3	0.947959	0.220365	1	1.871771	0.10387	2.000277	0.982311	0.992234	0.009922
16	33437500	33772500	45	335000	1	0.5	2.821803	0.032877	1.410902	0.289633	1.410902	0.289633	2	0	0	0	0	0.99	2	F	2	0	1.426009	1.426009	0.294848	0.294848	1	1.083224	0.045293	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
16	33827500	34202500	44	375000	17	4.338048e-07	2.07688	0.029646	9.009604e-07	0.025466	2.076879	0.025466	2	0	2	0.9380992	0.871771	0.99	2	F	2	1	-0.010099	2.103885	0.025925	0.025925	2	0.061901	0.04589	1	1.871771	0.10387	2.000277	0.982311	0.992234	0.009922
16	34207500	35142500	158	935000	12	0.4846375	1.989631	0.026267	0.9642499	0.072902	1.025381	0.072902	2	0	0	0	0	0.99	2	F	2	0	0.971377	1.033601	0.074215	0.074215	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
16	35147500	46937500	170	11790000	3	6.993024e-07	2.050221	0.02625	1.433724e-06	0.117873	2.050219	0.117873	2	0	2	1	1	0.99	2	F	2	1	-0.010098	2.076749	0.119996	0.119996	2	0.061901	0.04589	1	1.871771	0.10387	2.000277	0.982311	0.992234	0.009922
16	46942500	78647500	5544	31705000	2105	0.5	1.986566	0.025037	0.9932829	0.025133	0.993283	0.025133	2	0	0	0	0	0.99	2	F	2	0	1.000929	1.000929	0.025586	0.025586	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
16	78662500	78837500	33	175000	9	2.202746e-06	1.000382	0.026554	2.203587e-06	0.029544	1.00038	0.029544	2	0	0	0.9380992	0	0.99	2	F	2	1	-0.010097	1.008153	0.030076	0.030076	2	0.061901	0.04589	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
16	78847500	88822500	1884	9975000	1174	0.5	1.996973	0.025109	0.9984865	0.026173	0.998487	0.026173	2	0	0	0	0	0.99	2	F	2	0	1.006226	1.006226	0.026644	0.026644	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
17	7500	1252500	196	1245000	105	0.4208662	1.73748	0.025788	0.7312466	0.06216	1.006233	0.06216	2	0	0	0	0	0.99	2	F	2	0	0.734211	1.014111	0.063279	0.063279	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
17	1262500	1417500	32	155000	14	0.494165	2.016267	0.03089	0.9963686	0.0526	1.019898	0.0526	2	0	0	0	0	0.99	2	F	2	0	1.00407	1.02802	0.053547	0.053547	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
17	1427500	4617500	591	3190000	229	0.4893488	1.722656	0.02526	0.8429796	0.042063	0.879676	0.042063	2	0	0	0	0	0.99	2	F	2	0	0.847941	0.885293	0.042821	0.042821	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
17	4627500	6497500	366	1870000	182	0.4959297	2.002596	0.025562	0.9931469	0.033894	1.009449	0.033894	2	0	0	0	0	0.99	2	F	2	0	1.000791	1.017384	0.034505	0.034505	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
17	6507500	8062500	303	1555000	113	0.4959608	1.721879	0.025504	0.8539844	0.033772	0.867894	0.033772	2	0	0	0	0	0.99	2	F	2	0	0.859142	0.873301	0.03438	0.03438	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
17	8072500	16592500	1559	8520000	730	0.499989	1.995676	0.025132	0.9978163	0.025318	0.99786	0.025318	2	0	0	0	0	0.99	2	F	2	0	1.005544	1.005588	0.025774	0.025774	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
17	16762500	17172500	78	410000	50	0.5	1.981058	0.027485	0.9905292	0.030081	0.990529	0.030081	2	0	0	0	0	0.99	2	F	2	0	0.998126	0.998126	0.030623	0.030623	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
17	17182500	21032500	567	3850000	101	0.4595711	1.718236	0.025269	0.7896516	0.070599	0.928584	0.070599	2	0	0	0	0	0.99	2	F	2	0	0.79366	0.935075	0.07187	0.07187	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
17	21042500	22242500	184	1200000	42	0.4996746	2.015572	0.026119	1.00713	0.032842	1.008442	0.032842	2	0	0	0	0	0.99	2	F	2	0	1.015024	1.016359	0.033433	0.033433	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
17	25402500	44202500	3429	18800000	1006	0.4999456	1.994198	0.02506	0.9969905	0.025419	0.997208	0.025419	2	0	0	0	0	0.99	2	F	2	0	1.004703	1.004924	0.025877	0.025877	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
17	44792500	78772500	6154	33980000	2412	0.5	2.001249	0.025034	1.000624	0.025102	1.000624	0.025102	2	0	0	0	0	0.99	2	F	2	0	1.008402	1.008402	0.025554	0.025554	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
18	52500	15407500	2652	15355000	1379	0.5	2.011553	0.025079	1.005776	0.025197	1.005776	0.025197	2	0	0	0	0	0.99	2	F	2	0	1.013646	1.013646	0.025651	0.025651	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
18	15602500	76112500	9455	60510000	4680	0.5	2.01593	0.025022	1.007965	0.025039	1.007965	0.025039	2	0	0	0	0	0.99	2	F	2	0	1.015873	1.015873	0.02549	0.02549	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
19	267500	20497500	3842	20230000	1392	0.5	2.005348	0.025054	1.002674	0.025385	1.002674	0.025385	2	0	0	0	0	0.99	2	F	2	0	1.010488	1.010488	0.025842	0.025842	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
19	20727500	21677500	168	950000	31	0.4961879	2.033866	0.026245	1.00918	0.042726	1.024687	0.042726	2	0	0	0	0	0.99	2	F	2	0	1.01711	1.032894	0.043496	0.043496	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
19	21682500	21767500	18	85000	15	1.578218e-07	2.060746	0.035157	3.252306e-07	0.025651	2.060745	0.025651	1	0	2	0.9380992	0.871771	0.99	2	F	2	1	-0.010099	2.087463	0.026113	0.026113	2	0.061901	0.04589	1	1.871771	0.10387	2.000277	0.982311	0.992234	0.009922
19	21772500	59092500	6350	37320000	2595	0.5	2.003167	0.025033	1.001584	0.025072	1.001584	0.025072	2	0	0	0	0	0.99	2	F	2	0	1.009378	1.009378	0.025523	0.025523	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
20	72500	29652500	4740	29580000	2287	0.5	2.005426	0.025044	1.002713	0.025121	1.002713	0.025121	2	0	0	0	0	0.99	2	F	2	0	1.010528	1.010528	0.025573	0.025573	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
20	29812500	30082500	52	270000	6	0.01349716	2.003349	0.028723	0.02703953	0.085786	1.97631	0.085786	1	0	2	1	0.871771	0.99	2	F	2	1	0.017423	2.001519	0.087331	0.087331	2	0.061901	0.04589	1	1.871771	0.10387	2.000277	0.982311	0.992234	0.009922
20	30087500	62432500	6091	32345000	2332	0.5	2.004548	0.025034	1.002274	0.025222	1.002274	0.025222	2	0	0	0	0	0.99	2	F	2	0	1.010081	1.010081	0.025676	0.025676	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
21	14602500	46937500	5327	32335000	2837	0.5	2.007207	0.025039	1.003603	0.025075	1.003603	0.025075	2	0	0	0	0	0.99	2	F	2	0	1.011434	1.011434	0.025527	0.025527	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
22	16882500	17047500	22	165000	9	0.2756641	1.500117	0.029863	0.4135284	0.117801	1.086588	0.117801	2	0	0	0	0	0.99	2	F	2	0	0.410817	1.095902	0.119923	0.119923	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
22	17067500	32532500	2648	15465000	974	0.2997123	1.218757	0.025029	0.3652766	0.025523	0.853481	0.025523	2	0	0	0	0	0.99	2	F	2	0	0.361703	0.858629	0.025982	0.025982	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
22	32557500	32607500	11	50000	6	0.3187316	1.672465	0.035868	0.5330675	0.15533	1.139398	0.15533	2	0	0	0	0	0.99	2	F	2	0	0.532492	1.149654	0.158127	0.158127	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
22	32617500	33207500	102	590000	76	0.335082	1.276007	0.025823	0.427567	0.034169	0.84844	0.034169	2	0	0	0	0	0.99	2	F	2	0	0.425106	0.853499	0.034784	0.034784	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
22	33217500	35667500	469	2450000	163	0.5	1.694577	0.025316	0.8472886	0.028575	0.847289	0.028575	2	0	0	0	0	0.99	2	F	2	0	0.852327	0.852327	0.02909	0.02909	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
22	35677500	49687500	2691	14010000	1135	0.5	1.994007	0.025076	0.9970033	0.025247	0.997003	0.025247	2	0	0	0	0	0.99	2	F	2	0	1.004716	1.004716	0.025702	0.025702	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
23	172500	2697500	396	2525000	136	0.05501764	1.081489	0.025155	0.05950098	0.026147	1.021988	0.026147	2	0	0	0.9380992	0	0.99	2	F	2	1	0.050464	1.030147	0.026618	0.026618	2	0.061901	0.04589	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
23	2852500	58287500	217	55435000	1358	0.06392869	1.744963	0.025719	0.1115532	0.0256	1.63341	0.0256	2	0	0	0	0	0.99	2	F	2	0	0.103447	1.652493	0.026061	0.026061	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
23	58477500	62187500	40	3710000	14	0.05787319	2.213894	0.030691	0.1281251	0.053657	2.085769	0.053657	2	0	2	0	0.871771	0.99	2	F	2	1	0.120315	2.112933	0.054623	0.054623	3	0.947959	0.220365	1	1.871771	0.10387	2.000277	0.982311	0.992234	0.009922
23	62297500	154892500	286	92595000	1948	0.05949076	1.767114	0.025561	0.105127	0.025002	1.661987	0.025002	2	0	0	0	0	0.99	2	F	2	0	0.096906	1.68158	0.025452	0.025452	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
